SUBID,Product Name,Merchant Sale Amount,Cash back,Advertiser Name,AN, Date ,transaction_id
543817aa655a8,"Flint is a next gen, free app to accept credit card payments on iPhone. No card reader, no merchant account, low rates. Sign up now!",0,28,Flint,flex_offers,9/12/2014,437277476
54383967ac0b7,"C2G / Cables to Go 53406 18 AWG Universal Power Cord for NEMA 5-15P to IEC320C13, Black (12 Feet/3.65 Meters)",5.99,0.24,Amazon.com,Amazon,9/13/2014,B002O0KM6G
5438399f6e363,"Dixie Perfectouch Hot Cups, 160 Count, 10 Ounce",21.29,1.38,Third Party,Amazon,9/14/2014,B0041MR9R0
543817aa655a8,RFC- 600A Compatible Water Filter for KENMORE---46 9991; 46 9996; 9991; 9996 GE---MWF ; MWF3PK ; MWFA ; MWFAP ; MWFDS ; MWFINT ; AQUA FRESH----WF287 S,17.95,0.72,Third Party,Amazon,9/15/2014,B00J2LQ1KQ
54380b0a55d94,"Cable Matters 3 Pack, Gold Plated Hi-Speed USB 2.0 Type A to Micro-B Cable 3 Feet",7.99,0.32,Third Party,Amazon,9/16/2014,B00IG9LSGM
5438399f6e363,"Fluke 561 HVAC Pro Infrared Thermometer, 2 AA Battery, -40 to +1022 Degree F Range",164.05,13.12,Amazon.com,Amazon,9/17/2014,B000WTHDUY
5438399f6e363,"Camelbak Eddy Bottle (0.75-Liter/24-Ounce,Clear)",11.2,0.73,Amazon.com,Amazon,9/18/2014,B006ZT8JDK
54383a141e5f2,Measy U4C Quad-Core Android 4.2 Mini PC TV Box Built-in Camera + Mic + Bluetooth,79.99,3.2,Third Party,Amazon,9/19/2014,B00EY8JUM8
54383a141e5f2,"GE SmartWater MWF Refrigerator Water Filter, 3-Pack",122.99,7.99,Third Party,Amazon,9/20/2014,B00149JVOC
54383967ac0b7,"Google Nexus 10 (Wi-Fi only, 32 GB)",775.98,31.04,Third Party,Amazon,9/21/2014,B00ACVI202
54383a141e5f2,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,59.99,16,FTD.com,flex_offers,9/22/2014,437424830
54383a141e5f2,Order No:5622014,349.99,14,"Best Buy Co, Inc.",link_share,9/23/2014,BBY01-674612080384
543817aa655a8,Acase iPhone 5s Case / iPhone 5 case - Superleggera PRO Dual Layer Protection case (Black),21.7,1.42,Third Party,Amazon,9/24/2014,B00AAJDASK
5438399f6e363,"AmazonBasics USB Charging and Sync Cable for Apple iPhone 4, iPod, and iPad 3rd Generation - 3.2 Feet (1.0 Meter)",7.99,0.32,Amazon.com,Amazon,9/25/2014,B004SBBD8U
5438399f6e363,Rikomagic Latest Android 4.2 Quad Core Mini PC MK802 IV Bluetooth 16GB Flash 2G DDR3 RK3188 A9,75.99,3.04,Third Party,Amazon,9/26/2014,B00CR6OVSM
54383a141e5f2,Order No:8046086931061,,19.14,Hotels.com,commission_junction,9/27/2014,405745991
54380b0a55d94,"Symbol 82-67705-01, BTRY-LS42RAAOE-01 800mAh Battery",52.77,2.1,Third Party,Amazon,9/28/2014,B00593KE9A
543836c498f6e,pcDuino3 1GB ARM Cortex A7 Dual-Core Allwinner A20 Arduino Interface Mini PC,81.99,3.28,Third Party,Amazon,9/29/2014,B00JFOY8RI
5438399f6e363,MINIX NEO X7 Quad Core 2GB 16GB Storage TV & Media Streaming Player,119.98,4.8,Third Party,Amazon,9/30/2014,B00EIAR5CY
5438399f6e363,OfficeMax,62.97,2.38,OfficeMax,flex_offers,10/1/2014,437542020
543839dd66592,"Natures Miracle Advanced Stain and Odor Remover Power Sprayer, 192-Ounce",35.94,2.34,Third Party,Amazon,10/2/2014,B0057WNRA6
54383a141e5f2,"Panasonic Toughbook CF-52 Laptop Battery - Premium TechFuel 9 cell, Li-ion Battery",99.9,4,Third Party,Amazon,10/3/2014,B003TYNYU2
543838ec6ebb0,Investigating Communication: An Introduction to Research Methods (2nd Edition),66,4.29,Third Party,Amazon,10/4/2014,205198260
54383967ac0b7,"Attack of the Fiend (The Last Apprentice, Book 4)",0.9,0.06,Third Party,Amazon,10/5/2014,60891297
5438399f6e363,"Google Nexus 10 (Wi-Fi only, 32 GB)",459.99,18.4,Third Party,Amazon,10/6/2014,B00ACVI202
54383a141e5f2,"Google Nexus 10 (Wi-Fi only, 32 GB)",4342.32,173.7,Third Party,Amazon,10/7/2014,B00ACVI202
5438399f6e363,"Diamond Naturals Dry Food for Adult Dog, Beef and Rice Formula, 40 Pound Bag",77.98,5.06,Amazon.com,Amazon,10/8/2014,B000084F1I
5438399f6e363,Diamond Lamp for EIKI LC-XB28 (XB2500 Lamp) Projector with a Philips bulb inside housing,292.92,11.72,Third Party,Amazon,10/9/2014,B006FKR8H2
5438399f6e363,Leave your heart in San Francisco! Fall in love with luxury at The St. Regis San Francisco from Travelocity.,178,4.27,Travelocity,flex_offers,10/10/2014,437751292
543839dd66592,Order No:6502299,859.98,34.4,"Best Buy Co, Inc.",link_share,10/11/2014,BBY01-657298060784
54383a141e5f2,Order No:9978254,119.98,1.2,"Best Buy Co, Inc.",link_share,8/5/2014,BBY01-657298060784
543817aa655a8,AKG K 240 Semi-Open Studio Headphones,67,4.36,Third Party,Amazon,8/6/2014,B0001ARCFA
543c3564bad55,AKG K 240 Semi-Open Studio Headphones,67,4.36,Third Party,Amazon,8/7/2014,B0001ARCFA
543839dd66592,"One-A-Day Multivitamin, Men's Health Formula , 200 Tablet Bottle",11.98,0.78,Amazon.com,Amazon,8/8/2014,B001F71XAI
543817aa655a8,"Discraft 175 gram Ultra Star Sport Disc, Bright Orange",8.69,0.56,Amazon.com,Amazon,8/9/2014,B0014LZVU8
54380b0a55d94,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,99.99,16,FTD.com,flex_offers,8/10/2014,437823660
543817aa655a8,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,74.99,16,FTD.com,flex_offers,8/11/2014,437823661
5438399f6e363,"Google Nexus 10 (Wi-Fi only, 32 GB)",449.98,18,Third Party,Amazon,8/12/2014,B00ACVI202
54380b0a55d94,The Last Apprentice: Clash of the Demons (Book 6),3.05,0.2,Third Party,Amazon,8/13/2014,61344648
5438399f6e363,Leave your heart in San Francisco! Fall in love with luxury at The St. Regis San Francisco from Travelocity.,42,0.67,Travelocity,flex_offers,8/14/2014,437895265
54380b0a55d94,"GAT Muscle Martini Nutritional Supplement, Mixed Berry Candy, 365 Gram",49.54,3.22,Amazon.com,Amazon,8/15/2014,B00COR02V4
5438399f6e363,Intel 335 Series 2.5-Inch 240GB SATA3 Solid State Drive SSDSC2CT240A4K5,739.8,29.6,Third Party,Amazon,8/16/2014,B009SIJ7G8
5438399f6e363,VARIDESK Single Plus,1300,52,Third Party,Amazon,8/17/2014,B00JRJBP6I
5438399f6e363,"GAT Muscle Martini Nutritional Supplement, Mixed Berry Candy, 365 Gram",38,2.48,Third Party,Amazon,8/18/2014,B00COR02V4
54383967ac0b7,Order No:8036065712805,,42.79,Hotels.com,commission_junction,8/19/2014,0
54383967ac0b7,"Alex and Ani Earth Sultry ""Plume Feather"" Bangle",51.86,3.37,Amazon.com,Amazon,8/20/2014,B003ZYF35U
543839dd66592,Pureology Pump for 33 ounce Liter Size Bottles,8.56,0.56,Third Party,Amazon,8/21/2014,B005O6PCE4
54380b0a55d94,"Dual LCD Monitor Free Standing Desk Mount/ Stand Heavy Duty Fully Adjustable fits 2 /Two Screens up to 24"" ~ (by VIVO)",52.45,2.1,Third Party,Amazon,8/22/2014,B00C5H5DN0
543817aa655a8,Origins Checks and Balances&#153; Frothy Face Wash 5 oz,30.99,2.01,Third Party,Amazon,8/23/2014,B001AHJJJA
543836c498f6e,Pureology Hydrate Shampoo 33.8 oz & Condition 33.8 oz Duo Set,85,5.53,Third Party,Amazon,8/24/2014,B0030MNNFO
543817aa655a8,Power Bright ERP400-12 220-50 Hz Power Inverter - European Models,46.99,1.88,Third Party,Amazon,8/25/2014,B0016L2UHS
543817aa655a8,Black & Decker LDX120PK 20-Volt MAX Lithium-Ion Drill and Project Kit,89.88,5.84,Amazon.com,Amazon,8/26/2014,B00C625KVE
5438399f6e363,UPG UB1250 Sealed Lead Acid Batteries,14.99,0.6,Third Party,Amazon,8/27/2014,B001DL9IBC
54383a141e5f2,"TEKTON 2841 Everybit and Electronic Repair Screwdriver Bit Set, 135-Piece",35.33,2.3,Amazon.com,Amazon,8/28/2014,B008HYVG6I
5438399f6e363,"Google Nexus 10 (Wi-Fi only, 32 GB)",389.99,15.6,Third Party,Amazon,8/29/2014,B00ACVI202
543836c498f6e,High Back Executive PU Leather Ergonomic Office Desk Computer Chair O10,278.97,11.16,Third Party,Amazon,8/30/2014,B004ZVHKJE
54383a141e5f2,"HP 56 Black & HP 57 Tri-color Original Ink Cartridges, 2 pack",49,1.96,Third Party,Amazon,8/31/2014,B000KDAJR6
5438399f6e363,"Hibiclens Antimicrobial Skin Liquid Soap, 32 Fluid Ounce",21.92,0.88,Third Party,Amazon,9/1/2014,B00EV1D79A
5438399f6e363,"ABS Import 8600-0131 Pro-Series Cast Iron Arbor Press, 1 Ton Capacity, 14"" Height (Pack of 1)",88.4,7.07,Amazon.com,Amazon,9/2/2014,B00E0NFWW4
543836c498f6e,Order No:W0004438606258,11.48,0.46,"Wal-Mart.com USA, LLC",link_share,9/3/2014,2.68E+12
54383967ac0b7,Order No:W0004155422717,7.97,0.32,"Wal-Mart.com USA, LLC",link_share,9/4/2014,2.68E+12
54383967ac0b7,Order No:W0004438607558,13.23,0.53,"Wal-Mart.com USA, LLC",link_share,9/5/2014,2.68E+12
5438399f6e363,Order No:W0004155427330,5.94,0.24,"Wal-Mart.com USA, LLC",link_share,9/6/2014,2.68E+12
5438399f6e363,Order No:W0067604560127,7,0.28,"Wal-Mart.com USA, LLC",link_share,9/7/2014,2.68E+12
543839dd66592,Order No:W0004155440929,5.94,0.24,"Wal-Mart.com USA, LLC",link_share,9/8/2014,2.68E+12
543839dd66592,Order No:4503,123.98,6.2,GourmetGiftBaskets.com,link_share,9/9/2014,935176-1082135
54383a141e5f2,Order No:4503,-12.4,-0.62,GourmetGiftBaskets.com,link_share,9/10/2014,935176-1082135
543836c498f6e,Order No:AIRCOMPLETE,386,8,CheapOair.com,link_share,9/11/2014,21654245
5438399f6e363,Order No:670169,149,17.88,NORDSTROM.com,link_share,9/12/2014,2.01E+23
543839dd66592,AIR,318.01,4.5,Cheap Tickets,link_share,9/13/2014,PBCTIX1644947384
54383967ac0b7,Order No:218557,27,0.81,macys.com,link_share,9/14/2014,M1036633381
5438399f6e363,Order No:249692,25,0.75,macys.com,link_share,9/15/2014,M1036633381
543817aa655a8,Order No:233061_20,85,1.7,NORDSTROM.com,link_share,9/16/2014,2.01E+22
543836c498f6e,Order No:478134,30,0.6,NORDSTROM.com,link_share,9/17/2014,2.01E+22
543838ec6ebb0,Order No:722843,-130,-2.6,NORDSTROM.com,link_share,9/18/2014,2.01E+22
543839dd66592,Order No:517112,32,0.64,NORDSTROM.com,link_share,9/19/2014,2.01E+22
543839dd66592,Order No:722843,130,2.6,NORDSTROM.com,link_share,9/20/2014,2.01E+22
54383a141e5f2,Order No:984262,95,1.9,NORDSTROM.com,link_share,9/21/2014,2.01E+22
54383967ac0b7,Order No:1362979,31.99,0.96,macys.com,link_share,9/22/2014,M1041285821
5438399f6e363,Order No:1428831,34.39,1.03,macys.com,link_share,9/23/2014,M1041285821
54380b0a55d94,Order No:329059,22,0.66,macys.com,link_share,9/24/2014,M1031670354
54380b0a55d94,Order No:571795,15,0.45,macys.com,link_share,9/25/2014,M1031670354
543817aa655a8,Order No:1029291,55,1.65,macys.com,link_share,9/26/2014,M1031670354
543817aa655a8,Order No:36385,7,0.21,macys.com,link_share,9/27/2014,M1031670354
543817aa655a8,Order No:838,26,0.78,macys.com,link_share,9/28/2014,M1031670354
543836c498f6e,Order No:441772,48.5,1.46,macys.com,link_share,9/29/2014,M1031670354
543836c498f6e,Order No:850750,35,1.05,macys.com,link_share,9/30/2014,M1031670354
543839dd66592,Order No:94266,24,0.72,macys.com,link_share,10/1/2014,M1031670354
543836c498f6e,Discount,-25,-1,{*}Lolly Wolly Doodle,link_share,10/2/2014,110335
543836f5ce67e,Order No:EGC-25,25,1,{*}Lolly Wolly Doodle,link_share,10/3/2014,110335
54380b0a55d94,Order No:762268,149.95,7.5,NORDSTROM.com,link_share,10/4/2014,2.01E+23
543817aa655a8,Order No:844258,377.9,45.35,NORDSTROM.com,link_share,10/5/2014,2.01E+23
54383967ac0b7,Order No:995872,66,1.32,NORDSTROM.com,link_share,10/6/2014,2.01E+23
5438399f6e363,Order No:35753,88,1.76,NORDSTROM.com,link_share,10/7/2014,2.01E+23
543839dd66592,Order No:392136,88,1.76,NORDSTROM.com,link_share,10/8/2014,2.01E+23
54383967ac0b7,Order No:5604,34.99,1.75,GourmetGiftBaskets.com,link_share,10/9/2014,928670-1072805
5438399f6e363,Order No:4803,29.99,1.5,GourmetGiftBaskets.com,link_share,10/10/2014,928670-1072814
54380b0a55d94,Order No:681895,-90,-2.7,macys.com,link_share,8/6/2014,M1000884081
54380b0a55d94,NORDSTROM,-69.5,-9.46,NORDSTROM.com,flex_offers,9/26/2014,435027104
54380b0a55d94,NORDSTROM,-65,-8.84,NORDSTROM.com,flex_offers,9/27/2014,435027105
54380b0a55d94,TOYS4US,-69.5,-9.46,TOYS4US,flex_offers,9/28/2014,435027104
54380b0a55d94,WINETASTING,-65,-8.84,WINETASTING,flex_offers,9/29/2014,435027105
54380b0a55d94,Garmin Approach S2 GPS Golf Watch with Worldwide Courses (Black),-245.98,-9.84,Amazon.com,Amazon,9/2/2014,B00B555ASQ
54380b0a55d94,Garmin Approach S2 GPS Golf Watch with Worldwide Courses (Black),-245.98,-9.84,Amazon.com,Amazon,9/3/2014,B00B555ASQ
54380b0a55d94,Lenovo IdeaPad Flex 15 15.6-Inch Touchscreen Laptop (59406981) Black,-2239.96,-89.6,Amazon.com,Amazon,10/5/2014,B00HIY9I4K
54380b0a55d94,AmScope MU1403-CK 14MP Live Video USB3.0 Microscope Digital Camera 14 MP + Calibration Kit,-612.56,-49,Amazon.com,Amazon,8/19/2014,B00DUJY04A
54380b0a55d94,Order No:722843,-130,-2.6,NORDSTROM.com,link_share,9/18/2014,2.01E+22
